일시,시간,결과,리뷰,하이라이트,TV,라디오,구장,비고
04.01(수),18:30,넥센3vs10NC,리뷰,하이라이트,KN-T,GM-R,마산,-
04.01(수),18:30,롯데2vs3LG,리뷰,하이라이트,MS-TSPO-2T,KNN-R,잠실,-
04.01(수),18:30,KIA3vs0SK,리뷰,하이라이트,SPOTV+SPO-T,,문학,-
04.01(수),18:30,삼성5vs1KT,리뷰,하이라이트,SKY-T,,수원,-
04.01(수),18:30,두산6vs3한화,리뷰,하이라이트,SS-TIB-T,TM-R,대전,-
04.02(목),18:30,넥센vsNC,,,KN-T,GM-R,마산,우천취소
04.02(목),18:30,롯데vsLG,,,MS-TSPO-2T,KNN-R,잠실,우천취소
04.02(목),18:30,KIAvsSK,,,SPOTV+SPO-T,,문학,우천취소
04.02(목),18:30,삼성vsKT,,,SKY-T,,수원,우천취소
04.02(목),18:30,두산2vs4한화,리뷰,하이라이트,SS-TIB-T,TM-R,대전,-
04.03(금),18:30,한화6vs11NC,리뷰,하이라이트,KN-T,GM-R,마산,-
04.03(금),18:30,SK3vs14넥센,리뷰,하이라이트,SKY-T,,목동,-
04.03(금),18:30,삼성7vs3LG,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
04.03(금),18:30,두산0vs5롯데,리뷰,하이라이트,SS-TIB-T,KNN-R,사직,-
04.03(금),18:30,KIA5vs0KT,리뷰,하이라이트,SPOTV+SPO-T,,수원,-
04.04(토),17:00,한화vsNC,,,KN-T,GM-R,마산,우천취소
04.04(토),17:00,SK10vs4넥센,리뷰,하이라이트,SKY-T,,목동,-
04.04(토),17:00,삼성2vs3LG,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
04.04(토),17:00,두산vs롯데,,,SS-TIB-T,KNN-R,사직,우천취소
04.04(토),17:00,KIA10vs2KT,리뷰,하이라이트,SPOTV+SPO-T,,수원,-
04.05(일),14:00,한화2vs9NC,리뷰,하이라이트,KN-T,GM-R,마산,-
04.05(일),14:00,삼성5vs6LG,리뷰,하이라이트,MS-TSPO-2T,K-2R,잠실,-
04.05(일),14:00,두산4vs16롯데,리뷰,하이라이트,SS-TIB-T,KNN-R,사직,-
04.05(일),14:00,KIA4vs1KT,리뷰,하이라이트,SPOTV+SPO-T,,수원,-
04.05(일),17:00,SK13vs7넥센,리뷰,하이라이트,SKY-T,,목동,-
04.07(화),18:30,넥센17vs4두산,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
04.07(화),18:30,KT2vs3SK,리뷰,하이라이트,SKY-T,,문학,-
04.07(화),18:30,롯데1vs3삼성,리뷰,하이라이트,KN-TSPO-2T,K-2RT-RKNN-RPM-R,대구,-
04.07(화),18:30,NC5vs3KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
04.07(화),18:30,LG3vs4한화,리뷰,하이라이트,MS-T,TJ-RTM-RDK-R,대전,-
04.08(수),18:30,넥센4vs9두산,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
04.08(수),18:30,KT1vs2SK,리뷰,하이라이트,SKY-T,,문학,-
04.08(수),18:30,롯데2vs4삼성,리뷰,하이라이트,KN-TSPO-2T,T-RKNN-RDM-RPM-R,대구,-
04.08(수),18:30,NC13vs5KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
04.08(수),18:30,LG3vs2한화,리뷰,하이라이트,MS-T,TJ-RTM-R,대전,-
04.09(목),18:30,넥센0vs1두산,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
04.09(목),18:30,KT2vs13SK,리뷰,하이라이트,SKY-T,,문학,-
04.09(목),18:30,롯데4vs5삼성,리뷰,하이라이트,KN-TSPO-2T,T-RKNN-RDM-RPM-R,대구,-
04.09(목),18:30,NC4vs2KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
04.09(목),18:30,LG4vs5한화,리뷰,하이라이트,MS-T,TJ-RTM-R,대전,-
04.10(금),18:30,KT0vs6넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
04.10(금),18:30,SK3vs2NC,리뷰,하이라이트,SKY-T,GM-R,마산,-
04.10(금),18:30,두산2vs5LG,리뷰,하이라이트,SS-TIB-T,,잠실,-
04.10(금),18:30,한화9vs10롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.10(금),18:30,KIA3vs4삼성,리뷰,하이라이트,KN-TSPO-2T,KNN-RDM-RPM-R,대구,-
04.11(토),17:00,KT6vs4넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
04.11(토),17:00,SK2vs4NC,리뷰,하이라이트,SKY-T,GM-R,마산,-
04.11(토),17:00,두산9vs6LG,리뷰,하이라이트,SS-TIB-T,,잠실,-
04.11(토),17:00,한화4vs1롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.11(토),17:00,KIA2vs5삼성,리뷰,하이라이트,KN-TSPO-2T,T-R,대구,-
04.12(일),14:00,KT5vs3넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
04.12(일),14:00,SK11vs8NC,리뷰,하이라이트,SKY-T,GM-R,마산,-
04.12(일),14:00,두산2vs3LG,리뷰,하이라이트,SS-TIB-T,,잠실,-
04.12(일),14:00,KIA9vs7삼성,리뷰,하이라이트,KN-TSPO-2T,K-2RT-R,대구,-
04.12(일),17:00,한화3vs15롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.14(화),18:30,KIAvsLG,,,SKY-TSPO-2T,,잠실,우천취소
04.14(화),18:30,넥센vsSK,,,SS-TIB-T,,문학,우천취소
04.14(화),18:30,NC4vs5롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.14(화),18:30,두산18vs2KT,리뷰,하이라이트,SPOTV+SPO-T,,수원,-
04.14(화),18:30,삼성3vs5한화,리뷰,하이라이트,KN-T,T-RDM-RTM-RDK-R,대전,-
04.15(수),18:30,KIA9vs4LG,리뷰,하이라이트,SKY-TSPO-2T,,잠실,-
04.15(수),18:30,넥센6vs4SK,리뷰,하이라이트,SS-TIB-T,,문학,-
04.15(수),18:30,NC0vs6롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.15(수),18:30,두산7vs6KT,리뷰,하이라이트,SPOTV+SPO-T,,수원,-
04.15(수),18:30,삼성8vs3한화,리뷰,하이라이트,KN-T,T-RTJ-RTM-R,대전,-
04.16(목),18:30,KIA5vs10LG,리뷰,하이라이트,SKY-TSPO-2T,,잠실,-
04.16(목),18:30,넥센0vs10SK,리뷰,하이라이트,SS-TIB-T,,문학,-
04.16(목),18:30,NC8vs3롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
04.16(목),18:30,두산vsKT,,,SPOTV+SPO-T,,수원,우천취소
04.16(목),18:30,삼성vs한화,,,KN-T,T-RTJ-RTM-R,대전,우천취소
04.17(금),18:30,롯데1vs12두산,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,잠실,-
04.17(금),18:30,LG6vs1SK,리뷰,하이라이트,SPOTV+SPO-T,,문학,-
04.17(금),18:30,KT1vs6삼성,리뷰,하이라이트,MS-T,T-RDM-R,대구,-
04.17(금),18:30,넥센4vs3KIA,리뷰,하이라이트,KN-T,,광주,-
04.17(금),18:30,NC6vs10한화,리뷰,하이라이트,SS-TIB-T,TJ-RTM-RDK-R,대전,-
04.18(토),17:00,롯데5vs7두산,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,잠실,-
04.18(토),17:00,LG4vs8SK,리뷰,하이라이트,SPOTV+SPO-T,,문학,-
04.18(토),17:00,KT1vs3삼성,리뷰,하이라이트,MS-T,T-R,대구,-
04.18(토),17:00,넥센5vs1KIA,리뷰,하이라이트,KN-T,,광주,-
04.18(토),17:00,NC6vs8한화,리뷰,하이라이트,SS-TIB-T,TJ-R,대전,-
04.19(일),14:00,LGvsSK,,,SPOTV+SPO-T,,문학,우천취소
04.19(일),14:00,넥센15vs4KIA,리뷰,하이라이트,KN-T,K-2R,광주,-
04.19(일),14:00,NCvs한화,,,SS-TIB-T,,대전,우천취소
04.19(일),17:00,롯데vs두산,,,SKY-TSPO-2T,KNN-RPM-R,잠실,우천취소
04.19(일),17:00,KTvs삼성,,,MS-T,T-R,대구,우천취소
04.21(화),18:30,두산0vs12넥센,리뷰,하이라이트,MS-T,,목동,-
04.21(화),18:30,삼성5vs0NC,리뷰,하이라이트,KN-TSPO-2T,T-RGM-R,마산,-
04.21(화),18:30,한화0vs10LG,리뷰,하이라이트,SKY-T,,잠실,-
04.21(화),18:30,SK9vs3KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.21(화),18:30,롯데2vs3KIA,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,광주,-
04.22(수),18:30,두산12vs9넥센,리뷰,하이라이트,MS-T,,목동,-
04.22(수),18:30,삼성6vs2NC,리뷰,하이라이트,KN-TSPO-2T,T-RGM-R,마산,-
04.22(수),18:30,한화5vs2LG,리뷰,하이라이트,SKY-T,,잠실,-
04.22(수),18:30,SK0vs2KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.22(수),18:30,롯데7vs6KIA,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,광주,-
04.23(목),18:30,두산7vs5넥센,리뷰,하이라이트,MS-T,,목동,-
04.23(목),18:30,삼성14vs4NC,리뷰,하이라이트,KN-TSPO-2T,T-RGM-R,마산,-
04.23(목),18:30,한화2vs5LG,리뷰,하이라이트,SKY-T,,잠실,-
04.23(목),18:30,SK3vs2KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.23(목),18:30,롯데6vs7KIA,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,광주,-
04.24(금),18:30,LG3vs11NC,리뷰,하이라이트,MS-T,GM-R,마산,-
04.24(금),18:30,KIA3vs7두산,리뷰,하이라이트,SKY-T,,잠실,-
04.24(금),18:30,삼성3vs5롯데,리뷰,하이라이트,SPOTV+SPO-T,T-RKNN-RPM-R,사직,-
04.24(금),18:30,넥센9vs2KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.24(금),18:30,SK0vs2한화,리뷰,하이라이트,KN-TSPO-2T,TJ-RTM-RDK-R,대전,-
04.25(토),17:00,LG6vs2NC,리뷰,하이라이트,MS-T,GM-R,마산,-
04.25(토),17:00,KIA5vs4두산,리뷰,하이라이트,SKY-T,S-R,잠실,-
04.25(토),17:00,삼성9vs12롯데,리뷰,하이라이트,SPOTV+SPO-T,T-RKNN-RPM-R,사직,-
04.25(토),17:00,넥센3vs0KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.25(토),17:00,SK6vs7한화,리뷰,하이라이트,KN-TSPO-2T,TJ-R,대전,-
04.26(일),14:00,KIA3vs4두산,리뷰,하이라이트,SKY-T,,잠실,-
04.26(일),14:00,삼성1vs7롯데,리뷰,하이라이트,SPOTV+SPO-T,T-RKNN-RPM-R,사직,-
04.26(일),14:00,넥센11vs4KT,리뷰,하이라이트,SS-TIB-T,,수원,-
04.26(일),14:00,SK4vs5한화,리뷰,하이라이트,KN-TSPO-2T,,대전,-
04.26(일),17:00,LG7vs6NC,리뷰,하이라이트,MS-T,GM-R,마산,-
04.28(화),18:30,롯데4vs8넥센,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,목동,-
04.28(화),18:30,KT2vs6두산,리뷰,하이라이트,MS-T,,잠실,-
04.28(화),18:30,NC8vs6SK,리뷰,하이라이트,KN-T,,문학,-
04.28(화),18:30,LG7vs4삼성,리뷰,하이라이트,SKY-T,T-RDM-R,대구,-
04.28(화),18:30,한화vsKIA,,,SS-TIB-T,,광주,우천취소
04.29(수),18:30,롯데vs넥센,,,SPOTV+SPO-T,KNN-RPM-R,목동,우천취소
04.29(수),18:30,KTvs두산,,,MS-T,,잠실,우천취소
04.29(수),18:30,NCvsSK,,,KN-T,,문학,우천취소
04.29(수),18:30,LG2vs6삼성,리뷰,하이라이트,SKY-T,T-RDM-R,대구,-
04.29(수),18:30,한화4vs9KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
04.30(목),18:30,롯데4vs2넥센,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,목동,-
04.30(목),18:30,KT3vs4두산,리뷰,하이라이트,MS-T,,잠실,-
04.30(목),18:30,NC6vs9SK,리뷰,하이라이트,KN-T,,문학,-
04.30(목),18:30,LG5vs8삼성,리뷰,하이라이트,SKY-T,T-RDM-R,대구,-
04.30(목),18:30,한화6vs0KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
05.01(금),18:30,넥센3vs1LG,리뷰,하이라이트,KN-T,,잠실,-
05.01(금),18:30,두산4vs12삼성,리뷰,하이라이트,SKY-T,T-R,대구,-
05.01(금),18:30,NC4vs2KT,리뷰,하이라이트,MS-T,,수원,-
05.01(금),18:30,SK3vs1KIA,리뷰,하이라이트,SPOTV+SPO-T,,광주,-
05.01(금),18:30,롯데5vs7한화,리뷰,하이라이트,SS-TIB-T,TJ-RKNN-RTM-RPM-RDK-R,대전,-
05.02(토),17:00,넥센4vs3LG,리뷰,하이라이트,KN-T,,잠실,-
05.02(토),17:00,두산3vs5삼성,리뷰,하이라이트,SKY-T,T-R,대구,-
05.02(토),17:00,NC12vs2KT,리뷰,하이라이트,MS-T,,수원,-
05.02(토),17:00,SK2vs5KIA,리뷰,하이라이트,SPOTV+SPO-T,,광주,-
05.02(토),17:00,롯데3vs5한화,리뷰,하이라이트,SS-TIB-T,TJ-RKNN-RPM-R,대전,-
05.03(일),14:00,넥센6vs2LG,리뷰,하이라이트,KN-T,K-2R,잠실,-
05.03(일),14:00,NC11vs2KT,리뷰,하이라이트,MS-T,,수원,-
05.03(일),14:00,SKvsKIA,,,SPOTV+SPO-T,,광주,우천취소
05.03(일),14:00,롯데6vs3한화,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,대전,-
05.03(일),17:00,두산vs삼성,,,SKY-T,T-R,대구,우천취소
05.05(화),14:00,KIA3vs7NC,리뷰,하이라이트,MS-TSPOTV+SPO-T,GM-R,마산,-
05.05(화),14:00,삼성4vs9넥센,리뷰,하이라이트,K-2T,T-R,목동,-
05.05(화),14:00,LG3vs10두산,리뷰,하이라이트,M-T,,잠실,-
05.05(화),14:00,SK11vs4롯데,리뷰,하이라이트,S-T,KNN-RPM-R,사직,-
05.05(화),14:00,KT8vs15한화,리뷰,하이라이트,KN-TSS-TSKY-TIB-TSPO-2T,,대전,-
05.06(수),18:30,KIA4vs5NC,리뷰,하이라이트,MS-TSPO-2T,GM-R,마산,-
05.06(수),18:30,삼성5vs3넥센,리뷰,하이라이트,KN-T,T-R,목동,-
05.06(수),18:30,LG4vs5두산,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
05.06(수),18:30,SK5vs3롯데,리뷰,하이라이트,SKY-T,KNN-RPM-R,사직,-
05.06(수),18:30,KT8vs5한화,리뷰,하이라이트,SS-TIB-T,TJ-R,대전,-
05.07(목),18:30,KIA4vs2NC,리뷰,하이라이트,MS-TSPO-2T,GM-R,마산,-
05.07(목),18:30,삼성13vs4넥센,리뷰,하이라이트,KN-T,T-R,목동,-
05.07(목),18:30,LG6vs4두산,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
05.07(목),18:30,SK3vs2롯데,리뷰,하이라이트,SKY-T,KNN-RPM-R,사직,-
05.07(목),18:30,KT7vs6한화,리뷰,하이라이트,SS-TIB-T,TJ-RDK-R,대전,-
05.08(금),18:30,KIA4vs5넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.08(금),18:30,롯데3vs4NC,리뷰,하이라이트,SS-TIB-T,KNN-RPM-RGM-R,마산,-
05.08(금),18:30,한화10vs6두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
05.08(금),18:30,삼성0vs3SK,리뷰,하이라이트,SKY-T,,문학,-
05.08(금),18:30,LG3vs7KT,리뷰,하이라이트,KN-T,,수원,-
05.09(토),17:00,KIA5vs7넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.09(토),17:00,롯데3vs6NC,리뷰,하이라이트,SS-TIB-T,KNN-RPM-RGM-R,마산,-
05.09(토),17:00,한화3vs4두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
05.09(토),17:00,삼성3vs1SK,리뷰,하이라이트,SKY-T,,문학,-
05.09(토),17:00,LG2vs3KT,리뷰,하이라이트,KN-T,,수원,-
05.10(일),14:00,KIA11vs6넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.10(일),14:00,롯데2vs6NC,리뷰,하이라이트,SS-TIB-T,KNN-RPM-RGM-R,마산,-
05.10(일),14:00,한화0vs6두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
05.10(일),14:00,삼성5vs7SK,리뷰,하이라이트,SKY-T,K-2R,문학,-
05.10(일),17:00,LG6vs2KT,리뷰,하이라이트,KN-TSPO-2T,,수원,-
05.12(화),18:30,NCvsLG,,,SPOTV+SPO-T,,잠실,우천취소
05.12(화),18:30,두산vsSK,,,SKY-T,,문학,우천취소
05.12(화),18:30,넥센4vs5롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
05.12(화),18:30,한화5vs4삼성,리뷰,하이라이트,KN-TSPO-2T,T-R,대구,-
05.12(화),18:30,KT2vs3KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
05.13(수),18:30,NC2vs6LG,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
05.13(수),18:30,두산5vs2SK,리뷰,하이라이트,SKY-T,,문학,-
05.13(수),18:30,넥센8vs9롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
05.13(수),18:30,한화0vs3삼성,리뷰,하이라이트,KN-TSPO-2T,T-RDM-R,대구,-
05.13(수),18:30,KT8vs9KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
05.14(목),18:30,NC0vs0LG,리뷰,하이라이트,SPOTV+SPO-T,,잠실,-
05.14(목),18:30,두산8vs9SK,리뷰,하이라이트,SKY-T,,문학,-
05.14(목),18:30,넥센10vs5롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
05.14(목),18:30,한화9vs7삼성,리뷰,하이라이트,KN-TSPO-2T,T-RDM-R,대구,-
05.14(목),18:30,KT2vs10KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
05.15(금),18:30,SK5vs2LG,리뷰,하이라이트,SKY-T,,잠실,-
05.15(금),18:30,NC7vs5삼성,리뷰,하이라이트,SS-TIB-T,T-RDM-R,대구,-
05.15(금),18:30,롯데11vs10KT,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,수원,-
05.15(금),18:30,두산vsKIA,,,MS-T,,광주,우천취소
05.15(금),18:30,넥센6vs3한화,리뷰,하이라이트,KN-TSPO-2T,TJ-RTM-RDK-R,대전,-
05.16(토),17:00,SK7vs6LG,리뷰,하이라이트,SKY-T,,잠실,-
05.16(토),17:00,NC8vs9삼성,리뷰,하이라이트,SS-TIB-T,T-R,대구,-
05.16(토),17:00,롯데10vs1KT,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,수원,-
05.16(토),17:00,두산7vs5KIA,리뷰,하이라이트,MS-T,,광주,-
05.16(토),17:00,넥센8vs5한화,리뷰,하이라이트,KN-TSPO-2T,TJ-R,대전,-
05.17(일),14:00,SK4vs6LG,리뷰,하이라이트,SKY-T,,잠실,-
05.17(일),14:00,NC2vs0삼성,리뷰,하이라이트,SS-TIB-T,T-R,대구,-
05.17(일),14:00,롯데6vs2KT,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,수원,-
05.17(일),14:00,두산3vs4KIA,리뷰,하이라이트,MS-T,K-2R,광주,-
05.17(일),17:00,넥센6vs7한화,리뷰,하이라이트,KN-TSPO-2T,,대전,-
05.19(화),18:30,KT4vs2NC,리뷰,하이라이트,SPOTV+SPO-T,GM-R,마산,-
05.19(화),18:30,LG10vs12넥센,리뷰,하이라이트,SS-TIB-T,,목동,-
05.19(화),18:30,삼성vs두산,,,MS-T,T-R,잠실,우천취소
05.19(화),18:30,한화5vs7SK,리뷰,하이라이트,KN-TSPO-2T,,문학,-
05.19(화),18:30,KIA3vs6롯데,리뷰,,SKY-T,KNN-RPM-R,사직,-
05.20(수),18:30,KT2vs4NC,리뷰,하이라이트,SPOTV+SPO-T,GM-R,마산,-
05.20(수),18:30,LG4vs9넥센,리뷰,하이라이트,SS-TIB-T,,목동,-
05.20(수),18:30,삼성25vs6두산,리뷰,하이라이트,MS-T,T-R,잠실,-
05.20(수),18:30,한화6vs7SK,리뷰,하이라이트,KN-TSPO-2T,,문학,-
05.20(수),18:30,KIA9vs5롯데,리뷰,하이라이트,SKY-T,KNN-RPM-R,사직,-
05.21(목),18:30,KT2vs5NC,리뷰,하이라이트,SPOTV+SPO-T,GM-R,마산,-
05.21(목),18:30,LG4vs3넥센,리뷰,하이라이트,SS-TIB-T,,목동,-
05.21(목),18:30,삼성6vs1두산,리뷰,하이라이트,MS-T,T-R,잠실,-
05.21(목),18:30,한화7vs1SK,리뷰,하이라이트,KN-TSPO-2T,,문학,-
05.21(목),18:30,KIA2vs4롯데,리뷰,하이라이트,SKY-T,KNN-RPM-R,사직,-
05.22(금),18:30,NC10vs0넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.22(금),18:30,SK3vs4두산,리뷰,하이라이트,SS-TIB-T,,잠실,-
05.22(금),18:30,LG20vs12롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
05.22(금),18:30,한화9vs5KT,리뷰,하이라이트,KN-T,,수원,-
05.22(금),18:30,삼성8vs1KIA,리뷰,하이라이트,SKY-TSPO-2T,T-R,광주,-
05.23(토),17:00,NC9vs5넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.23(토),17:00,SK0vs9두산,리뷰,하이라이트,SS-TIB-T,,잠실,-
05.23(토),17:00,LG11vs19롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
05.23(토),17:00,한화6vs1KT,리뷰,하이라이트,KN-T,,수원,-
05.23(토),17:00,삼성0vs1KIA,리뷰,하이라이트,SKY-TSPO-2T,T-R,광주,-
05.24(일),14:00,NC12vs11넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
05.24(일),14:00,LG3vs10롯데,리뷰,하이라이트,MS-T,K-2RKNN-RPM-R,사직,-
05.24(일),14:00,한화4vs13KT,리뷰,하이라이트,KN-T,,수원,-
05.24(일),14:00,삼성0vs2KIA,리뷰,하이라이트,SKY-TSPO-2T,T-R,광주,-
05.24(일),17:00,SK2vs7두산,리뷰,하이라이트,SS-TIB-T,,잠실,-
05.26(화),18:30,두산2vs13NC,리뷰,하이라이트,SS-TIB-T,GM-R,마산,-
05.26(화),18:30,KT2vs5LG,리뷰,하이라이트,MS-T,,잠실,-
05.26(화),18:30,롯데10vs5SK,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,문학,-
05.26(화),18:30,넥센0vs4삼성,리뷰,하이라이트,KN-T,T-RDM-R,대구,-
05.26(화),18:30,KIA10vs3한화,리뷰,하이라이트,SPOTV+SPO-T,TJ-RDK-R,대전,-
05.27(수),18:30,두산1vs7NC,리뷰,하이라이트,SS-TIB-T,GM-R,마산,-
05.27(수),18:30,KT1vs8LG,리뷰,하이라이트,MQ-T,,잠실,-
05.27(수),18:30,롯데0vs6SK,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,문학,-
05.27(수),18:30,넥센13vs4삼성,리뷰,하이라이트,KN-T,T-RDM-R,대구,-
05.27(수),18:30,KIA4vs8한화,리뷰,하이라이트,SPOTV+SPO-T,TJ-RDK-R,대전,-
05.28(목),18:30,두산0vs5NC,리뷰,하이라이트,SS-TIB-T,GM-R,마산,-
05.28(목),18:30,KT4vs0LG,리뷰,하이라이트,MS-TMQ-T,,잠실,-
05.28(목),18:30,롯데3vs1SK,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,문학,-
05.28(목),18:30,넥센13vs6삼성,리뷰,하이라이트,KN-T,T-R,대구,-
05.28(목),18:30,KIA0vs3한화,리뷰,하이라이트,SPOTV+SPO-T,TJ-RDK-R,대전,-
05.29(금),18:30,삼성4vs1LG,리뷰,하이라이트,SKY-TSPO-2T,,잠실,-
05.29(금),18:30,넥센9vs2SK,리뷰,하이라이트,SS-TIB-T,,문학,-
05.29(금),18:30,두산10vs3KT,리뷰,,MS-T,,수원,-
05.29(금),18:30,NC3vs13KIA,리뷰,하이라이트,KN-T,,광주,-
05.29(금),18:30,한화1vs9롯데,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,울산,-
05.30(토),14:00,삼성4vs1LG,리뷰,하이라이트,S-T,S-R,잠실,-
05.30(토),14:00,한화4vs3롯데,리뷰,하이라이트,M-T,KNN-RPM-R,울산,-
05.30(토),17:00,넥센2vs2SK,리뷰,하이라이트,KN-TSS-TIB-T,,문학,-
05.30(토),17:00,두산7vs4KT,리뷰,하이라이트,MS-TSKY-TSPO-2T,,수원,-
05.30(토),17:00,NC11vs6KIA,리뷰,하이라이트,SPOTV+SPO-T,,광주,-
05.31(일),14:00,삼성9vs3LG,리뷰,하이라이트,SKY-TSPO-2T,K-2R,잠실,-
05.31(일),14:00,넥센3vs2SK,리뷰,하이라이트,SS-TIB-T,,문학,-
05.31(일),14:00,두산10vs6KT,리뷰,하이라이트,MS-T,,수원,-
05.31(일),14:00,한화3vs8롯데,리뷰,하이라이트,SPOTV+SPO-T,KNN-RPM-R,울산,-
05.31(일),17:00,NC7vs6KIA,리뷰,하이라이트,KN-T,,광주,-
06.02(화),18:30,한화7vs8넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
06.02(화),18:30,LG18vs5NC,리뷰,하이라이트,KN-TSPO-2T,GM-R,마산,-
06.02(화),18:30,KIA9vs1두산,리뷰,하이라이트,SKY-T,,잠실,-
06.02(화),18:30,SK20vs6KT,리뷰,하이라이트,MS-T,,수원,-
06.02(화),18:30,롯데7vs13삼성,리뷰,하이라이트,SS-TIB-T,KNN-RDM-RPM-R,포항,-
06.03(수),18:30,한화6vs2넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
06.03(수),18:30,LG8vs4NC,리뷰,하이라이트,KN-TSPO-2T,GM-R,마산,-
06.03(수),18:30,KIA1vs8두산,리뷰,하이라이트,SKY-T,,잠실,-
06.03(수),18:30,SK2vs4KT,리뷰,하이라이트,MS-T,,수원,-
06.03(수),18:30,롯데1vs8삼성,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,포항,-
06.04(목),18:30,한화2vs15넥센,리뷰,하이라이트,SPOTV+SPO-T,,목동,-
06.04(목),18:30,LG4vs1NC,리뷰,하이라이트,KN-TSPO-2T,GM-R,마산,-
06.04(목),18:30,KIA6vs0두산,리뷰,하이라이트,SKY-T,,잠실,-
06.04(목),18:30,SK3vs7KT,리뷰,하이라이트,MS-T,,수원,-
06.04(목),18:30,롯데2vs6삼성,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,포항,-
06.05(금),18:30,두산6vs14넥센,리뷰,하이라이트,MS-T,,목동,-
06.05(금),18:30,삼성6vs1NC,리뷰,하이라이트,SKY-T,GM-R,마산,-
06.05(금),18:30,SK2vs3LG,리뷰,하이라이트,KN-TSPO-2T,,잠실,-
06.05(금),18:30,KIAvs롯데,,,SS-TIB-T,KNN-RPM-R,사직,우천취소
06.05(금),18:30,KT5vs6한화,리뷰,하이라이트,SPOTV+SPO-T,TJ-RTM-RDK-R,대전,-
06.06(토),17:00,두산8vs9넥센,리뷰,,MS-T,,목동,-
06.06(토),17:00,삼성4vs5NC,리뷰,하이라이트,SKY-T,GM-R,마산,-
06.06(토),17:00,SK8vs5LG,리뷰,하이라이트,KN-TSPO-2T,,잠실,-
