일시,시간,결과,리뷰,하이라이트,TV,라디오,구장,비고
08.28(금),18:30,KIA0vs10KT,리뷰,하이라이트,KN-T,,수원,-
08.29(토),18:00,한화1vs6두산,리뷰,하이라이트,SPO-T,S-R,잠실,-
08.29(토),18:00,NC7vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
08.29(토),18:00,LG8vs4삼성,리뷰,하이라이트,KN-TSPO-2T,T-R,대구,-
08.29(토),18:00,SK2vs10KT,리뷰,하이라이트,IB-T,,수원,-
08.29(토),18:00,넥센14vs7KIA,리뷰,하이라이트,SKY-T,,광주,-
08.30(일),18:00,한화4vs5두산,리뷰,하이라이트,SPO-T,,잠실,-
08.30(일),18:00,NC6vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
08.30(일),18:00,LG9vs15삼성,리뷰,하이라이트,KN-TSPO-2T,T-R,대구,-
08.30(일),18:00,SK4vs6KT,리뷰,하이라이트,SS-TIB-T,,수원,-
08.30(일),18:00,넥센7vs2KIA,리뷰,하이라이트,SKY-T,K-2R,광주,-
09.01(화),18:30,LG2vs11넥센,리뷰,하이라이트,SKY-T,,목동,-
09.01(화),18:30,삼성7vs6NC,리뷰,하이라이트,SPO-T,GM-R,마산,-
09.01(화),18:30,SK5vs6두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
09.01(화),18:30,KT5vs6롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,울산,-
09.01(화),18:30,KIA2vs8한화,리뷰,하이라이트,SS-TIB-T,TM-R,청주,-
09.02(수),18:30,LG8vs9넥센,리뷰,하이라이트,SKY-T,,목동,-
09.02(수),18:30,삼성13vs0NC,리뷰,하이라이트,SPO-T,GM-R,마산,-
09.02(수),18:30,SK3vs6두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-
09.02(수),18:30,KT1vs5롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,울산,-
09.02(수),18:30,KIA5vs4한화,리뷰,하이라이트,SS-TIB-T,TM-RDK-R,청주,-
09.03(목),18:30,두산4vs15NC,리뷰,하이라이트,MS-T,GM-R,마산,-
09.03(목),18:30,KT3vs1LG,리뷰,하이라이트,KN-T,,잠실,-
09.03(목),18:30,삼성14vs2SK,리뷰,하이라이트,SKY-TSPO-2T,,문학,-
09.03(목),18:30,롯데7vs5KIA,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,광주,-
09.03(목),18:30,넥센12vs7한화,리뷰,하이라이트,SPO-T,TJ-RTM-R,대전,-
09.04(금),18:30,두산5vs2NC,리뷰,하이라이트,MS-T,GM-R,마산,-
09.04(금),18:30,KT1vs8LG,리뷰,하이라이트,KN-T,,잠실,-
09.04(금),18:30,삼성1vs9SK,리뷰,하이라이트,SKY-TSPO-2T,,문학,-
09.04(금),18:30,롯데4vs1KIA,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,광주,-
09.04(금),18:30,넥센6vs5한화,리뷰,하이라이트,SPO-T,TJ-RTM-RDK-R,대전,-
09.05(토),17:00,롯데9vs4LG,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,잠실,-
09.05(토),17:00,넥센7vs0SK,리뷰,하이라이트,MS-T,,문학,-
09.05(토),17:00,KIA4vs0삼성,리뷰,하이라이트,SS-TIB-T,T-R,대구,-
09.05(토),17:00,NC2vs10KT,리뷰,하이라이트,KN-T,,수원,-
09.05(토),17:00,두산1vs9한화,리뷰,하이라이트,SPO-T,,대전,-
09.06(일),14:00,넥센3vs7SK,리뷰,하이라이트,MS-T,,문학,-
09.06(일),14:00,KIA3vs9삼성,리뷰,하이라이트,SS-TIB-T,T-R,대구,-
09.06(일),14:00,NC7vs0KT,리뷰,하이라이트,KN-TSPO-2T,,수원,-
09.06(일),14:00,두산4vs5한화,리뷰,하이라이트,SPO-T,K-2R,대전,-
09.06(일),17:00,롯데1vs1LG,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-R,잠실,-
09.08(화),18:30,두산3vs11넥센,리뷰,하이라이트,SPO-T,,목동,-
09.08(화),18:30,한화7vs8LG,리뷰,하이라이트,MS-T,,잠실,-
09.08(화),18:30,롯데10vs4SK,리뷰,하이라이트,SS-T,KNN-RPM-R,문학,-
09.08(화),18:30,KT1vs4삼성,리뷰,하이라이트,SKY-T,T-RDM-R,대구,-
09.08(화),18:30,NC5vs1KIA,리뷰,하이라이트,KN-T,,광주,-
09.09(수),18:30,두산5vs10넥센,리뷰,하이라이트,SPO-T,,목동,-
09.09(수),18:30,한화1vs8LG,리뷰,하이라이트,MS-T,,잠실,-
09.09(수),18:30,롯데2vs3SK,리뷰,하이라이트,SS-T,KNN-RPM-R,문학,-
09.09(수),18:30,KT5vs6삼성,리뷰,하이라이트,SKY-T,T-RDM-R,대구,-
09.09(수),18:30,NC2vs6KIA,리뷰,하이라이트,KN-T,,광주,-
09.10(목),18:30,넥센5vs4NC,리뷰,하이라이트,SS-T,GM-R,마산,-
09.10(목),18:30,KIA5vs3두산,리뷰,하이라이트,SKY-T,,잠실,-
09.10(목),18:30,삼성3vs4롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-
09.10(목),18:30,LG3vs4KT,리뷰,하이라이트,SPO-T,,수원,-
09.10(목),18:30,SK8vs1한화,리뷰,하이라이트,KN-T,TJ-RTM-R,대전,-
09.11(금),18:30,넥센3vs9NC,리뷰,하이라이트,SS-T,GM-R,마산,-
09.11(금),18:30,KIAvs두산,,,SKY-T,,잠실,우천취소
09.11(금),18:30,삼성9vs7롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-
09.11(금),18:30,LG5vs7KT,리뷰,하이라이트,SPO-T,,수원,-
09.11(금),18:30,SK9vs4한화,리뷰,하이라이트,KN-T,TJ-RTM-RDK-R,대전,-
09.12(토),17:00,SK2vs5NC,리뷰,하이라이트,SS-T,GM-R,마산,-
09.12(토),17:00,삼성2vs3넥센,리뷰,하이라이트,SKY-T,T-R,목동,-
09.12(토),17:00,KT11vs1두산,리뷰,하이라이트,SPO-T,,잠실,-
09.12(토),17:00,한화2vs11롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
09.12(토),17:00,LG3vs7KIA,리뷰,하이라이트,KN-T,,광주,-
09.13(일),14:00,SK11vs12NC,리뷰,하이라이트,SC-T,GM-R,마산,-
09.13(일),14:00,삼성7vs4넥센,리뷰,하이라이트,SKY-T,K-2RT-R,목동,-
09.13(일),14:00,KT3vs4두산,리뷰,하이라이트,SPO-T,,잠실,-
09.13(일),14:00,한화7vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-
09.13(일),14:00,LG5vs2KIA,리뷰,하이라이트,KN-T,,광주,-
09.15(화),18:30,KT3vs11NC,리뷰,하이라이트,SS-TSKY-TIB-T,GM-R,마산,-
09.15(화),18:30,롯데8vs2두산,리뷰,하이라이트,SPO-T,KNN-RPM-R,잠실,-
09.15(화),18:30,SK6vs3삼성,리뷰,하이라이트,KN-TMS-TSPO-2T,T-R,대구,-
09.15(화),18:30,한화7vs3KIA,리뷰,하이라이트,K-2T,,광주,-
09.16(수),18:30,KTvsNC,,,SS-TIB-T,GM-R,마산,우천취소
09.16(수),18:30,LG4vs1넥센,리뷰,하이라이트,SKY-T,,목동,-
09.16(수),18:30,롯데9vs7두산,리뷰,하이라이트,MS-TSPO-2T,KNN-RPM-R,잠실,-
09.16(수),18:30,SK7vs5삼성,리뷰,하이라이트,KN-T,T-R,대구,-
09.16(수),18:30,한화3vs4KIA,리뷰,하이라이트,SPO-T,,광주,-
09.17(목),18:30,롯데0vs13두산,리뷰,하이라이트,MS-TSPO-2T,KNN-RPM-R,잠실,-
09.17(목),18:30,SK5vs10삼성,리뷰,하이라이트,SS-TSKY-TIB-T,T-R,대구,-
09.17(목),18:30,KT3vs1KIA,리뷰,하이라이트,KN-T,,광주,-
09.17(목),18:30,NC11vs7한화,리뷰,하이라이트,SPO-T,,대전,-
09.18(금),18:30,SK3vs1롯데,리뷰,하이라이트,KN-TSS-TIB-T,KNN-RPM-R,사직,-
09.18(금),18:30,두산4vs10삼성,리뷰,하이라이트,MS-TSKY-TSPO-2T,T-R,대구,-
09.18(금),18:30,NC15vs2한화,리뷰,하이라이트,SPO-T,,대전,-
09.19(토),17:00,넥센7vs5LG,리뷰,하이라이트,KN-T,,잠실,-
09.19(토),17:00,KIA4vs8SK,리뷰,하이라이트,MS-TSPO-T,,문학,-
09.19(토),17:00,두산6vs7한화,리뷰,하이라이트,SS-TIB-T,,대전,-
09.20(일),14:00,넥센3vs9NC,리뷰,하이라이트,KN-T,GM-R,마산,-
09.20(일),14:00,KT3vs7LG,리뷰,하이라이트,SKY-T,,잠실,-
09.20(일),14:00,KIA2vs9SK,리뷰,하이라이트,MS-T,,문학,-
09.20(일),14:00,삼성17vs13롯데,리뷰,하이라이트,SPO-T,KNN-RPM-R,사직,-
09.20(일),14:00,두산16vs4한화,리뷰,하이라이트,SS-TIB-T,,대전,-
09.21(월),18:30,넥센4vs1NC,리뷰,하이라이트,MS-TSPO-T,GM-R,마산,-
09.21(월),18:30,KT4vs1LG,리뷰,하이라이트,KN-TSPO-2T,,잠실,-
09.21(월),18:30,KIA7vs0SK,리뷰,하이라이트,SS-TIB-T,,문학,-
09.22(화),18:30,두산6vs5롯데,리뷰,하이라이트,KN-TSPO-T,KNN-RPM-R,사직,-
09.22(화),18:30,NC0vs2삼성,리뷰,하이라이트,MS-TSKY-TSPO-2T,T-RDM-R,대구,-
09.22(화),18:30,LG15vs5KIA,리뷰,하이라이트,SS-TIB-T,,광주,-
09.23(수),18:30,한화vsNC,,,SS-TIB-T,GM-R,마산,우천취소
09.23(수),18:30,SK0vs10넥센,리뷰,하이라이트,SKY-T,,목동,-
09.23(수),18:30,두산vs롯데,,,MS-TSPO-2T,KNN-RPM-R,사직,우천취소
09.23(수),18:30,삼성11vs0KT,리뷰,하이라이트,KN-T,T-R,수원,-
09.23(수),18:30,LGvsKIA,,,SPO-T,,광주,우천취소
09.24(목),15:00,두산3vs2롯데,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,사직,-
09.24(목),18:30,KIA5vs16NC,리뷰,하이라이트,SPO-T,GM-R,마산,-
09.24(목),18:30,SK12vs4넥센,리뷰,하이라이트,KN-TMS-T,,목동,-
09.24(목),18:30,삼성5vs2KT,리뷰,하이라이트,SKY-TSPO-2T,T-R,수원,-
09.24(목),18:49,두산10vs6롯데,리뷰,하이라이트,SS-TIB-T,KNN-RPM-R,사직,-
09.25(금),18:30,LG5vs4NC,리뷰,하이라이트,SPO-T,GM-R,마산,-
09.25(금),18:30,KT10vs4두산,리뷰,하이라이트,KN-T,,잠실,-
09.25(금),18:30,삼성3vs4SK,리뷰,하이라이트,SS-TIB-T,,문학,-
09.25(금),18:30,넥센0vs4한화,리뷰,하이라이트,SKY-TSPO-2T,,대전,-
09.26(토),14:00,삼성3vs14두산,리뷰,하이라이트,KN-TMS-T,T-R,잠실,-
09.26(토),14:00,SK5vs7KIA,리뷰,하이라이트,SS-TSPO-TIB-T,,광주,-
09.26(토),14:00,넥센3vs13한화,리뷰,하이라이트,SKY-TSPO-2T,,대전,-
09.27(일),14:00,KT3vs4넥센,리뷰,하이라이트,KN-T,,목동,-
09.27(일),14:00,롯데4vs2NC,리뷰,하이라이트,SKY-TSPO-2T,KNN-RPM-RGM-R,마산,-
09.27(일),14:00,LG10vs3두산,리뷰,하이라이트,SS-TSPO-TIB-T,,잠실,-
09.28(월),14:00,한화0vs6NC,리뷰,하이라이트,SS-TIB-T,GM-R,마산,-
09.28(월),14:00,KIA4vs8LG,리뷰,하이라이트,SKY-T,,잠실,-
09.28(월),14:00,넥센2vs15SK,리뷰,하이라이트,SPO-T,,문학,-
09.28(월),14:00,두산10vs7KT,리뷰,하이라이트,KN-T,,수원,-
09.29(화),14:00,NC6vs5넥센,리뷰,하이라이트,SS-TIB-T,,목동,-
09.29(화),14:00,KT0vs10SK,리뷰,하이라이트,SPO-T,,문학,-
09.29(화),14:00,KIA6vs4롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-
09.29(화),14:00,삼성6vs7한화,리뷰,하이라이트,SKY-T,T-RTM-R,대전,-
09.30(수),18:30,NC17vs5두산,리뷰,하이라이트,MS-TSPO-T,,잠실,-
09.30(수),18:30,LG1vs8SK,리뷰,하이라이트,SS-TIB-T,,문학,-
09.30(수),18:30,KIA13vs1롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-
09.30(수),18:30,삼성6vs18한화,리뷰,하이라이트,SKY-T,T-RTM-R,대전,-
10.01(목),18:30,한화3vs4넥센,리뷰,하이라이트,SKY-T,,목동,-
10.01(목),18:30,NC7vs2LG,리뷰,하이라이트,MS-T,,잠실,-
10.01(목),18:30,두산2vs1SK,리뷰,하이라이트,SPO-T,,문학,-
10.01(목),18:30,KTvs롯데,,,SS-TIB-T,KNN-RPM-R,사직,우천취소
10.01(목),18:30,삼성vsKIA,,,KN-T,T-R,광주,우천취소
10.02(금),18:30,롯데6vs10넥센,리뷰,하이라이트,KN-T,KNN-RPM-R,목동,-
10.02(금),18:30,한화6vs3LG,리뷰,하이라이트,SS-TIB-T,,잠실,-
10.02(금),18:30,NC9vs2SK,리뷰,하이라이트,SPO-T,,문학,-
10.02(금),18:30,KT4vs5삼성,리뷰,하이라이트,MS-T,T-R,대구,-
10.02(금),18:30,두산1vs2KIA,리뷰,하이라이트,SKY-T,,광주,-
10.03(토),14:00,삼성1vs0넥센,리뷰,하이라이트,SS-TIB-T,T-R,목동,-
10.03(토),14:00,롯데2vs5LG,리뷰,하이라이트,KN-T,KNN-RPM-R,잠실,-
10.03(토),14:00,NC3vs4SK,리뷰,하이라이트,SPO-T,,문학,-
10.03(토),14:00,한화1vs4KT,리뷰,하이라이트,MS-T,,수원,-
10.03(토),14:00,두산9vs7KIA,리뷰,하이라이트,SKY-T,,광주,-
10.04(일),14:00,KIA0vs9두산,리뷰,하이라이트,SS-TSKY-TSPO-T,,잠실,-
10.04(일),14:00,KT3vs6롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-
10.05(월),18:30,KT2vs2NC,리뷰,하이라이트,KN-T,GM-R,마산,-
10.05(월),18:30,삼성6vs4KIA,리뷰,하이라이트,SKY-TSPO-T,T-R,광주,-
10.06(화),18:30,LG4vs2KIA,리뷰,하이라이트,KN-TSPO-T,,광주,-
데이터가 없습니다.,,,,,,,,
